,0,1,2
416,45.4867,-0.9822,-8.0425
417,39.8037,0.522,-7.4186
418,24.5148,1.1746,-4.8101
419,25.5608,2.119,-5.274
420,19.3257,2.2835,-4.1893
421,20.1576,3.1002,-4.5873
422,23.4572,4.4548,-5.6006
423,19.6706,4.4574,-4.9249
424,18.8853,4.9855,-4.9565
425,-0.0,-25.5615,2.809
426,0.9145,-25.5843,2.809
427,1.8362,-25.653,2.809
428,2.7724,-25.7688,2.809
429,3.7308,-25.9338,2.809
430,4.7199,-26.1508,2.809
431,5.7491,-26.4239,2.809
432,6.8288,-26.7583,2.809
433,7.9717,-27.1608,2.809
434,9.1922,-27.6401,2.809
435,9.9405,-26.6839,2.6574
436,11.3115,-27.3545,2.661
437,12.825,-28.1449,2.6651
438,13.7973,-27.6408,2.5375
439,10.3904,-19.0943,1.6916
440,13.8597,-23.4569,1.9946
441,13.3847,-20.9307,1.6973
442,13.9515,-20.2118,1.551
443,14.1035,-18.9692,1.3645
444,13.9733,-17.4774,1.1644
445,13.9408,-16.2354,0.9864
446,14.2629,-15.4796,0.8401
447,14.5883,-14.7623,0.6951
448,21.0945,-19.906,0.7785
449,23.6544,-20.812,0.6293
450,20.5247,-16.828,0.3422
451,31.5779,-24.1049,0.2228
452,24.5774,-14.9991,-0.5005
453,24.6025,-13.8694,-0.7172
454,24.6225,-12.7797,-0.9313
455,24.2838,-11.5571,-1.1268
456,24.573,-10.6704,-1.3495
457,24.868,-9.7929,-1.5763
458,25.1697,-8.9217,-1.8083
459,25.4793,-8.0535,-2.046
460,25.7977,-7.1855,-2.2904
461,26.1262,-6.3146,-2.5424
462,26.466,-5.4377,-2.803
463,40.0964,-5.3876,-4.9474
464,37.2292,-3.6975,-4.9258
465,38.4389,-2.4783,-5.4347
466,41.9836,-1.2489,-6.3241
467,39.6322,0.1964,-6.3443
468,39.2584,1.5594,-6.6641
469,39.5191,2.9498,-7.1004
470,26.7816,2.9409,-5.0849
471,21.2641,3.0901,-4.2608
472,23.6247,4.2825,-4.99
473,22.3745,4.8725,-4.9772
474,25.4934,6.4988,-5.9679
475,19.1548,5.6095,-4.716
476,19.1854,6.3634,-4.9656
477,19.2688,7.1594,-5.2411
478,23.9752,9.8925,-6.8523
479,19.2098,8.7413,-5.7688
480,19.2873,9.6246,-6.0865
481,17.3525,9.4528,-5.7558
482,4.2727,8.2251,-3.7695
483,3.8717,8.2031,-3.7327
484,3.4938,8.2004,-3.7077
485,3.1294,8.2028,-3.6877
486,2.7779,8.2155,-3.6749
487,2.4346,8.2312,-3.6657
488,2.0995,8.2555,-3.6626
489,0.1395,8.3204,-3.6509
490,-8.4572,7.8633,-4.0209
491,-9.276,8.0081,-4.1722
492,-9.1452,7.327,-3.8965
493,-9.9527,7.3931,-4.0215
494,-10.8598,7.4687,-4.1654
495,-10.6654,6.7783,-3.8863
496,-10.7494,6.2978,-3.7235
497,-11.3119,6.0906,-3.7267
498,-10.7721,5.3101,-3.3765
499,-10.503,4.7179,-3.133
500,-11.7589,4.7854,-3.3383
501,-10.5292,3.8544,-2.8447
502,-11.4717,3.7438,-2.9491
503,-11.4427,3.2915,-2.7981
504,-11.3848,2.8443,-2.6468
505,-14.4233,3.0689,-3.1861
506,-21.7365,3.8334,-4.5587
507,-20.8613,2.9305,-4.1499
508,-20.0779,2.1085,-3.784
509,-19.3715,1.3538,-3.454
510,-18.7301,0.6554,-3.1546
511,-18.1441,0.0044,-2.881
512,-18.0383,-0.6216,-2.6943
513,-18.9136,-1.3087,-2.6506
514,-18.9084,-1.9676,-2.4787
515,-18.9032,-2.6303,-2.3097
516,-18.6316,-3.252,-2.113
517,-18.6264,-3.918,-1.9509
518,-18.621,-4.5931,-1.7904
519,-18.8817,-5.3546,-1.6546
520,-32.1976,-10.3432,-2.5484
521,-32.0175,-11.518,-2.2634
522,-19.4969,-7.7835,-1.2135
523,-19.1426,-8.4192,-1.0292
524,-19.1363,-9.2176,-0.8658
525,-19.1298,-10.0431,-0.7011
526,-18.7212,-10.6701,-0.5236
527,-28.9008,-17.8245,-0.5537
528,-28.4847,-18.9606,-0.2903
529,-31.5095,-24.2887,0.263
530,-23.2826,-19.2738,0.4191
531,-21.6841,-19.2612,0.6067
532,-20.2128,-19.2558,0.7749
533,-19.8565,-20.2848,0.9758
534,-20.2475,-22.1852,1.2244
535,-12.1871,-14.3305,0.8826
536,-10.2363,-12.929,0.8711
537,-10.2398,-13.9107,1.0101
538,-10.0276,-14.6768,1.1354
539,-10.0418,-15.87,1.2958
540,-10.0316,-17.1653,1.4683
541,-10.02,-18.6261,1.6586
542,-14.2938,-28.9831,2.6726
543,-12.6484,-28.1153,2.6726
544,-10.4764,-25.6846,2.5071
545,-9.6463,-26.2811,2.6249
546,-8.5571,-26.1518,2.6645
547,-7.2012,-24.9819,2.5893
548,-6.1347,-24.533,2.5802
549,-5.3136,-25.0049,2.6623
550,-4.5834,-26.1181,2.809
551,-3.599,-25.9084,2.809
552,-2.6441,-25.7503,2.809
553,-1.7104,-25.6409,2.809
554,-0.7901,-25.5785,2.809
555,0.124,-25.5619,2.809
556,1.0391,-25.5909,2.809
557,1.9623,-25.6659,2.809
558,2.901,-25.7883,2.809
559,3.8631,-25.9601,2.809
560,4.8571,-26.1845,2.809
561,5.8925,-26.4656,2.809
562,6.98,-26.8088,2.809
563,8.1325,-27.2212,2.809
564,9.3648,-27.7116,2.809
565,10.1193,-26.7687,2.6578
566,11.508,-27.4543,2.6615
567,13.0432,-28.2627,2.6657
568,13.8021,-27.321,2.4968
569,10.485,-19.0498,1.6788
570,13.8634,-23.2084,1.9616
571,13.5256,-20.9296,1.6854
572,14.0198,-20.1046,1.5303
573,14.0878,-18.7604,1.3365
574,13.9264,-17.2495,1.1361
575,14.016,-16.1667,0.9686
576,13.9538,-15.0005,0.8001
577,19.5355,-19.5818,0.9018
578,21.4577,-20.0574,0.7614
579,23.879,-20.8101,0.6026
580,25.6091,-20.7952,0.3931
581,31.8855,-24.1025,0.1841
582,24.5762,-14.8402,-0.53
583,24.63,-13.7329,-0.7472
584,24.1957,-12.4144,-0.9435
585,24.3227,-11.436,-1.1569
586,24.6127,-10.5508,-1.38
587,24.9086,-9.6743,-1.6075
588,25.2113,-8.8036,-1.8402
589,25.5219,-7.9357,-2.0788
590,25.8416,-7.0675,-2.3242
591,26.1716,-6.1959,-2.5773
592,26.5131,-5.3179,-2.8391
593,40.2557,-5.2168,-5.0155
594,35.7835,-3.3843,-4.7783
595,38.5478,-2.3034,-5.4981
596,36.7008,-0.9188,-5.575
597,39.6019,0.383,-6.3909
598,39.1661,1.741,-6.7006
599,39.6847,3.151,-7.1844
600,26.7128,3.0615,-5.1095
601,21.2087,3.185,-4.2805
602,23.6361,4.4009,-5.028
603,23.7206,5.2843,-5.3135
604,25.513,6.634,-6.0137
605,18.9672,5.6535,-4.7017
606,19.1967,6.4698,-5.0022
607,23.6692,8.9246,-6.4815
608,23.9875,10.0338,-6.902
609,19.2202,8.8589,-5.8109
610,19.1911,9.6938,-6.0972
611,17.3596,9.567,-5.7973
612,11.766,8.2645,-4.5769
613,4.2142,8.2162,-3.7616
614,3.8189,8.2011,-3.7284
615,3.4437,8.2007,-3.7048
616,3.0812,8.2046,-3.6859
617,2.7307,8.217,-3.6732
618,2.3889,8.2347,-3.6653
619,2.0566,8.2682,-3.6665
620,-8.5716,7.8899,-4.0444
621,-9.2578,7.9121,-4.1331
622,-9.1281,7.239,-3.861
623,-9.9547,7.3183,-3.9938
624,-10.8458,7.3805,-4.1309
625,-10.7088,6.7322,-3.8753
626,-11.0307,6.3901,-3.7949
627,-11.3564,6.0432,-3.7161
628,-10.8549,5.2854,-3.3796
629,-11.491,5.0948,-3.4047
630,-11.3262,4.5456,-3.1939
631,-11.5501,4.1651,-3.0996
632,-11.4387,3.6723,-2.9207
633,-11.4348,3.23,-2.7771
634,-11.3769,2.7846,-2.6268
635,-14.4484,3.0023,-3.1694
636,-21.6116,3.7055,-4.5004
637,-20.7499,2.8145,-4.0978
638,-19.9778,2.0023,-3.7372
639,-19.2808,1.2559,-3.4117
640,-18.6475,0.5644,-3.116
641,-18.0684,-0.0808,-2.8456
642,-18.9181,-0.741,-2.8018
643,-18.9129,-1.3981,-2.6271
644,-18.9077,-2.0574,-2.4556
645,-18.9025,-2.7207,-2.287
646,-18.6309,-3.342,-2.0909
647,-18.6256,-4.0091,-1.929
648,-18.6203,-4.6855,-1.7687
649,-18.881,-5.4501,-1.6327
650,-32.1956,-10.5092,-2.5113
651,-31.8902,-11.6413,-2.2178
652,-19.0028,-7.6897,-1.1609
653,-19.1418,-8.5262,-1.007
654,-19.1355,-9.3281,-0.8435
655,-19.0693,-10.1258,-0.6766
656,-18.6091,-10.7224,-0.4983
657,-28.7522,-17.9201,-0.5161
658,-31.5085,-24.5259,0.3037
659,-23.0578,-19.272,0.4459
660,-21.4768,-19.2596,0.6306
661,-20.1384,-19.3678,0.8011
662,-20.2577,-20.8921,1.026
663,-12.9161,-14.2879,0.8015
664,-11.8558,-14.076,0.8785
665,-10.0753,-12.8511,0.8754
666,-10.1092,-13.8714,1.0166
667,-10.0468,-14.8569,1.1583
668,-10.0405,-16.0373,1.3183
669,-10.0301,-17.3532,1.493
670,-10.0183,-18.8392,1.6861
671,-14.0592,-28.8564,2.6726
672,-12.4385,-28.0082,2.6726
673,-10.3318,-25.6833,2.5152
674,-9.6286,-26.6294,2.6674
675,-8.3953,-26.0827,2.6641
676,-7.052,-24.9165,2.588
677,-5.9951,-24.4777,2.579
678,-5.2528,-25.3208,2.7
679,-4.4477,-26.0865,2.809
680,-3.4678,-25.884,2.809
681,-2.5162,-25.7326,2.809
682,-1.5848,-25.6297,2.809
683,-0.6657,-25.5736,2.809
684,0.2481,-25.5632,2.809
685,1.1638,-25.5983,2.809
686,2.0887,-25.6797,2.809
687,3.0301,-25.8087,2.809
688,3.996,-25.9874,2.809
689,4.995,-26.2192,2.809
690,6.0368,-26.5084,2.809
691,7.1324,-26.8606,2.809
692,8.2948,-27.283,2.809
693,9.4778,-27.6059,2.7909
694,10.3004,-26.8553,2.6583
695,11.7071,-27.5563,2.6621
696,13.2649,-28.3833,2.6662
697,10.9839,-21.4854,1.9544
698,10.5957,-19.0342,1.6685
699,13.867,-22.9639,1.929
700,13.6896,-20.9628,1.676
701,14.0431,-19.9344,1.5047
702,14.1183,-18.6154,1.3132
703,13.8811,-17.0268,1.1082
704,13.9644,-15.9533,0.9422
705,14.0758,-14.9883,0.7853
706,19.8126,-19.6722,0.8853
707,21.7852,-20.1712,0.7422
708,24.106,-20.8082,0.5755
709,25.8551,-20.7931,0.3628
710,24.5749,-14.6822,-0.5594
711,24.6288,-13.581,-0.7763
712,24.1946,-12.2707,-0.9717
713,24.3618,-11.3151,-1.1869
714,24.6525,-10.4313,-1.4106
715,24.9492,-9.5558,-1.6388
716,25.253,-8.6857,-1.8722
717,25.5648,-7.8179,-2.1117
718,25.8858,-6.9494,-2.3581
719,26.2173,-6.0772,-2.6123
720,29.0894,-5.693,-3.1492
721,40.416,-5.0448,-5.0842
722,35.7111,-3.2082,-4.8124
723,38.6573,-2.1275,-5.5619
724,43.8387,-0.8909,-6.7152
725,39.3378,0.5659,-6.3996
726,39.3519,1.9355,-6.7849
727,39.8519,3.3541,-7.2694
728,26.6442,3.1817,-5.134
729,21.1564,3.28,-4.3008
730,23.6476,4.5196,-5.0661
731,23.7321,5.4059,-5.3532
732,20.217,5.3604,-4.7982
733,18.7825,5.6968,-4.6877
734,19.2079,6.5768,-5.039
735,23.6811,9.0599,-6.5286
736,23.9999,10.1758,-6.9521
737,19.1127,8.9222,-5.8174
738,17.6838,9.0409,-5.6564
739,11.6576,8.2747,-4.5668
740,4.1597,8.2141,-3.7569
741,3.7664,8.1992,-3.7242
742,3.3938,8.2009,-3.702
743,3.0332,8.2064,-3.6841
744,2.6836,8.2186,-3.6716
745,2.3432,8.2381,-3.6648
746,2.0141,8.2824,-3.6711
747,-8.6882,7.9172,-4.0684
748,-9.2397,7.8172,-4.0946
749,-9.111,7.1521,-3.826
750,-10.9713,7.9823,-4.3705
751,-10.433,7.0245,-3.946
752,-10.7523,6.686,-3.8643
753,-11.0747,6.3433,-3.7841
754,-11.4009,5.9956,-3.7055
755,-10.9386,5.2604,-3.3828
756,-11.5811,5.0677,-3.4085
757,-11.1922,4.4291,-3.135
758,-11.5423,4.0995,-3.0767
759,-11.4061,3.6014,-2.8927
760,-11.427,3.1687,-2.7563
761,-11.369,2.7252,-2.6069
