,0,1,2
3818,-22.9405,42.1531,-9.8524
3819,-24.9581,42.1372,-9.8202
3820,-11.1729,12.8593,-2.9374
3821,-9.4516,10.1208,-2.2992
3822,-9.7092,9.6779,-2.1852
3823,-9.9612,9.2438,-2.073
3824,-10.2081,8.8174,-1.9623
3825,-11.9749,9.6219,-2.1229
3826,-11.3344,8.4636,-1.8491
3827,-10.4969,7.2742,-1.5716
3828,-12.6967,8.1503,-1.7384
3829,-12.3637,7.3345,-1.5414
3830,-12.8418,7.0195,-1.4498
3831,-14.1552,6.4929,-1.2822
3832,-13.5121,5.6343,-1.08
3833,-13.7535,5.1786,-0.9566
3834,-13.9961,4.7192,-0.8318
3835,-14.2405,4.255,-0.7051
3836,-14.4874,3.7848,-0.5762
3837,-18.5426,4.1611,-0.5595
3838,-18.9521,3.5662,-0.3923
3839,-18.9468,2.8879,-0.2143
3840,-18.9415,2.2174,-0.0377
3841,-17.0855,1.4012,0.1246
3842,-18.8516,0.8891,0.3121
3843,-18.795,0.2335,0.4854
3844,-18.7898,-0.4189,0.6601
3845,-18.8353,-1.0751,0.8379
3846,-18.9102,-1.7401,1.0198
3847,-18.905,-2.4049,1.1999
3848,-18.8997,-3.0759,1.3825
3849,-9.7733,-1.9422,0.811
3850,-9.6586,-2.2722,0.8983
3851,-9.6105,-2.6182,0.9923
3852,-9.7006,-3.011,1.1034
3853,-9.7028,-3.3886,1.2083
3854,-9.7354,-3.7883,1.3205
3855,-9.7577,-4.1978,1.4356
3856,-9.7733,-4.6192,1.5543
3857,-9.5454,-4.9311,1.6362
3858,-9.8751,-5.5528,1.8202
3859,-12.7696,-7.7891,2.5263
3860,-11.972,-7.9001,2.5384
3861,-11.2347,-8.0028,2.5502
3862,-10.5528,-8.1009,2.5625
3863,-9.9135,-8.1912,2.574
3864,-9.3116,-8.2745,2.5849
3865,-8.7425,-8.3516,2.5951
3866,-8.1648,-8.3845,2.5929
3867,-7.6139,-8.4077,2.5888
3868,-7.0927,-8.4282,2.585
3869,-6.5977,-8.4462,2.5814
3870,-6.126,-8.462,2.5779
3871,-5.6749,-8.4757,2.5746
3872,-5.2423,-8.4875,2.5714
3873,-4.978,-8.765,2.6492
3874,-4.7852,-9.1998,2.7746
3875,-4.4239,-9.3321,2.809
3876,-4.0147,-9.3482,2.809
3877,-3.6157,-9.3626,2.809
3878,-3.2257,-9.3754,2.809
3879,-2.8435,-9.3866,2.809
3880,-2.4681,-9.3963,2.809
3881,-2.0984,-9.4046,2.809
3882,-0.6582,-3.5733,1.0665
3883,-0.5209,-3.5733,1.0659
3884,-0.385,-3.5733,1.0654
3885,-0.25,-3.5733,1.0651
3886,-0.1158,-3.5733,1.0649
3887,0.0182,-3.5733,1.0648
3888,0.1522,-3.5733,1.0649
3889,0.2866,-3.5733,1.0652
3890,0.4218,-3.5733,1.0655
3891,0.558,-3.5733,1.0661
3892,1.8323,-9.4097,2.809
3893,2.1983,-9.4025,2.809
3894,2.5695,-9.3938,2.809
3895,2.9466,-9.3837,2.809
3896,3.3309,-9.3721,2.809
3897,3.7232,-9.3589,2.809
3898,4.1248,-9.344,2.809
3899,4.537,-9.3274,2.809
3900,4.9611,-9.3089,2.809
3901,5.3987,-9.2883,2.809
3902,5.8515,-9.2656,2.809
3903,6.3212,-9.2406,2.809
3904,6.8101,-9.213,2.809
3905,7.3205,-9.1827,2.809
3906,7.8551,-9.1493,2.809
3907,8.417,-9.1125,2.809
3908,9.0097,-9.0719,2.809
3909,9.5953,-8.9882,2.7968
3910,9.7454,-8.4911,2.6566
3911,10.4259,-8.445,2.6583
3912,11.1573,-8.3939,2.6603
3913,11.9471,-8.3369,2.6624
3914,12.8045,-8.2729,2.6647
3915,13.741,-8.2009,2.6672
3916,14.2242,-7.8191,2.5712
3917,14.0357,-7.0809,2.358
3918,14.2793,-6.5823,2.2241
3919,14.1052,-5.909,2.0307
3920,14.1515,-5.3519,1.8763
3921,14.0506,-4.7575,1.7081
3922,14.1858,-4.2557,1.5728
3923,14.311,-3.7533,1.4375
3924,14.1757,-3.1934,1.2795
3925,14.2734,-2.6963,1.1461
3926,14.3327,-2.1937,1.0105
3927,14.4944,-1.7049,0.8822
3928,14.4299,-1.1906,0.741
3929,25.9657,-1.2365,1.0889
3930,25.9257,-0.3335,0.8451
3931,25.9186,0.5663,0.604
3932,11.6882,8.2671,-1.7918
3933,-12.5127,42.8793,-10.1396
3934,-14.0223,42.2235,-9.9702
3935,-15.7578,42.2098,-9.9506
3936,-17.5375,42.1957,-9.9288
3937,-19.3679,42.1813,-9.9045
3938,-21.2561,42.1664,-9.8778
3939,-23.21,42.151,-9.8482
3940,-9.2236,10.5118,-2.3994
3941,-9.4869,10.06,-2.2836
3942,-9.7438,9.6184,-2.1699
3943,-9.995,9.1855,-2.0579
3944,-10.2413,8.76,-1.9474
3945,-12.0435,9.5819,-2.1114
3946,-11.719,8.6633,-1.8901
3947,-10.5062,7.2062,-1.5544
3948,-12.8225,8.1446,-1.7339
3949,-12.431,7.2943,-1.5296
3950,-12.8945,6.9686,-1.4356
3951,-13.8971,6.2947,-1.2384
3952,-13.5449,5.5726,-1.0633
3953,-13.7864,5.1165,-0.9398
3954,-14.0292,4.6565,-0.8147
3955,-14.2739,4.1916,-0.6877
3956,-14.5212,3.7204,-0.5585
3957,-18.5419,4.0691,-0.5355
3958,-18.9514,3.4735,-0.368
3959,-18.946,2.7964,-0.1903
3960,-18.9407,2.1269,-0.0138
3961,-17.0849,1.3201,0.1461
3962,-18.8328,0.7992,0.3355
3963,-18.7943,0.1449,0.5091
3964,-18.7891,-0.5075,0.6838
3965,-18.9147,-1.1692,0.8656
3966,-18.9095,-1.8301,1.0441
3967,-18.9043,-2.4956,1.2246
3968,-19.0094,-3.186,1.4157
3969,-9.7281,-1.9811,0.8204
3970,-9.6316,-2.3141,0.9091
3971,-9.5576,-2.6526,1.0003
3972,-9.6779,-3.0544,1.1148
3973,-9.7295,-3.45,1.2261
3974,-9.7243,-3.8376,1.334
3975,-9.6944,-4.2256,1.4417
3976,-9.7337,-4.6576,1.5641
3977,-9.8164,-5.131,1.6995
3978,-9.5596,-5.4361,1.7793
3979,-12.6575,-7.8048,2.528
3980,-11.8683,-7.9144,2.54
3981,-11.1394,-8.0166,2.5519
3982,-10.4636,-8.1136,2.5641
3983,-9.8297,-8.2029,2.5756
3984,-9.2324,-8.2853,2.5863
3985,-8.6676,-8.3617,2.5965
3986,-8.0881,-8.3878,2.5923
3987,-7.5414,-8.4107,2.5883
3988,-7.024,-8.4308,2.5845
3989,-6.5323,-8.4485,2.5809
3990,-6.0636,-8.464,2.5774
3991,-5.6152,-8.4774,2.5741
3992,-5.1848,-8.4889,2.5709
3993,-4.9525,-8.8227,2.6658
3994,-4.7581,-9.2608,2.7922
3995,-4.3677,-9.3344,2.809
3996,-3.96,-9.3503,2.809
3997,-3.5623,-9.3644,2.809
3998,-3.1734,-9.377,2.809
3999,-2.7922,-9.388,2.809
4000,-2.4176,-9.3975,2.809
4001,-2.0486,-9.4056,2.809
4002,-0.6395,-3.5733,1.0664
4003,-0.5024,-3.5733,1.0658
4004,-0.3666,-3.5733,1.0654
4005,-0.2318,-3.5733,1.0651
4006,-0.0976,-3.5733,1.0649
4007,0.0364,-3.5733,1.0648
4008,0.1704,-3.5733,1.065
4009,0.3049,-3.5733,1.0652
4010,0.4402,-3.5733,1.0656
4011,0.5766,-3.5733,1.0661
4012,1.8817,-9.4088,2.809
4013,2.2484,-9.4014,2.809
4014,2.6203,-9.3925,2.809
4015,2.9984,-9.3822,2.809
4016,3.3836,-9.3704,2.809
4017,3.7771,-9.357,2.809
4018,4.1801,-9.3419,2.809
4019,4.5939,-9.325,2.809
4020,5.0197,-9.3062,2.809
4021,5.4593,-9.2854,2.809
4022,5.9142,-9.2624,2.809
4023,6.3864,-9.237,2.809
4024,6.8781,-9.2091,2.809
4025,7.3916,-9.1783,2.809
4026,7.9297,-9.1445,2.809
4027,8.4956,-9.1073,2.809
4028,9.0927,-9.066,2.809
4029,9.6003,-8.905,2.7729
4030,9.8347,-8.4848,2.6568
4031,10.5221,-8.4384,2.6586
4032,11.261,-8.3866,2.6606
4033,12.0593,-8.3286,2.6627
4034,12.9268,-8.2636,2.665
4035,13.875,-8.1904,2.6675
4036,14.1941,-7.7139,2.5407
4037,14.1158,-7.0366,2.3475
4038,14.2806,-6.5002,2.2011
4039,14.084,-5.8212,2.0056
4040,14.2233,-5.3017,1.8643
4041,14.0223,-4.6736,1.6841
4042,14.3262,-4.2237,1.5678
4043,14.1899,-3.6497,1.4055
4044,14.1627,-3.12,1.259
4045,14.3236,-2.6357,1.1309
4046,14.3578,-2.1282,0.9934
4047,14.4858,-1.6346,0.8629
4048,14.5304,-1.1299,0.7275
4049,25.9647,-1.1138,1.0559
4050,25.9247,-0.2113,0.8123
4051,25.9176,0.6885,0.5713
4052,10.8557,0.6659,0.1387
4053,41.0268,25.1411,-5.3171
4054,11.623,8.305,-1.8028
4055,-12.6863,42.6814,-10.0909
4056,-14.2556,42.2216,-9.9677
4057,-15.9967,42.2079,-9.9478
4058,-17.7828,42.1938,-9.9256
4059,-19.6207,42.1793,-9.9011
4060,-21.5174,42.1643,-9.8739
4061,-23.4808,42.1488,-9.844
4062,-9.2598,10.4498,-2.3836
4063,-9.5221,9.9995,-2.2681
4064,-9.7782,9.5592,-2.1546
4065,-10.0287,9.1273,-2.0428
4066,-10.2744,8.7027,-1.9324
4067,-12.1123,9.5416,-2.0999
4068,-11.8243,8.6536,-1.8852
4069,-10.5154,7.1386,-1.5372
4070,-12.9501,8.1388,-1.7294
4071,-12.4996,7.2544,-1.5178
4072,-12.9473,6.9175,-1.4214
4073,-13.6493,6.1044,-1.1964
4074,-13.5776,5.5108,-1.0466
4075,-13.8192,5.0542,-0.9229
4076,-14.0623,4.5937,-0.7976
4077,-14.3073,4.128,-0.6703
4078,-14.555,3.6559,-0.5407
4079,-18.5411,3.9773,-0.5116
4080,-18.8431,3.3619,-0.3418
4081,-18.9453,2.7051,-0.1662
4082,-18.94,2.0365,0.0101
4083,-18.9348,1.3733,0.1857
4084,-18.8141,0.7096,0.3588
4085,-18.7936,0.0563,0.5328
4086,-18.8025,-0.5966,0.7082
4087,-18.914,-1.2587,0.8898
4088,-18.9088,-1.9202,1.0685
4089,-18.9036,-2.5864,1.2492
4090,-19.0086,-3.2784,1.4409
4091,-9.7062,-2.0246,0.8317
4092,-9.6166,-2.3588,0.9209
4093,-9.5746,-2.7063,1.0156
4094,-9.6231,-3.0875,1.1225
4095,-9.7435,-3.5073,1.2424
4096,-9.7201,-3.8896,1.3484
4097,-9.7875,-4.3221,1.4712
4098,-9.7651,-4.7303,1.5853
4099,-9.8249,-5.1957,1.718
4100,-13.3923,-7.7011,2.5168
4101,-12.5468,-7.8203,2.5297
4102,-11.7657,-7.9285,2.5416
4103,-11.045,-8.0303,2.5536
4104,-10.3752,-8.1262,2.5657
4105,-9.7465,-8.2145,2.5771
4106,-9.1539,-8.296,2.5877
4107,-8.5871,-8.3657,2.596
4108,-8.012,-8.3911,2.5918
4109,-7.4695,-8.4135,2.5878
4110,-6.9558,-8.4333,2.584
4111,-6.4674,-8.4507,2.5804
4112,-6.0015,-8.4659,2.577
4113,-5.5557,-8.4791,2.5737
4114,-5.1277,-8.4903,2.5705
4115,-4.9268,-8.8807,2.6825
4116,-4.7291,-9.3191,2.809
4117,-4.3117,-9.3366,2.809
4118,-3.9054,-9.3523,2.809
4119,-3.509,-9.3662,2.809
4120,-3.1212,-9.3786,2.809
4121,-2.7409,-9.3894,2.809
4122,-2.3672,-9.3987,2.809
4123,-1.9989,-9.4066,2.809
4124,-0.6208,-3.5733,1.0663
4125,-0.4839,-3.5733,1.0658
4126,-0.3482,-3.5733,1.0653
4127,-0.2135,-3.5733,1.065
4128,-0.0794,-3.5733,1.0649
4129,0.0546,-3.5733,1.0649
4130,0.1886,-3.5733,1.065
4131,0.3232,-3.5733,1.0653
4132,0.4586,-3.5733,1.0657
4133,0.5953,-3.5733,1.0662
4134,1.9313,-9.4079,2.809
4135,2.2986,-9.4002,2.809
4136,2.6713,-9.3912,2.809
4137,3.0502,-9.3807,2.809
4138,3.4365,-9.3687,2.809
4139,3.8313,-9.355,2.809
4140,4.2356,-9.3397,2.809
4141,4.651,-9.3225,2.809
4142,5.0785,-9.3035,2.809
4143,5.5201,-9.2824,2.809
4144,5.9773,-9.2591,2.809
4145,6.452,-9.2334,2.809
4146,6.9465,-9.2051,2.809
4147,7.4632,-9.1739,2.809
4148,8.0049,-9.1397,2.809
4149,8.5748,-9.1019,2.809
4150,9.1765,-9.0604,2.809
4151,9.6052,-8.8225,2.7492
4152,9.9253,-8.4788,2.657
4153,10.6192,-8.4317,2.6589
4154,11.3657,-8.3791,2.6608
4155,12.1728,-8.3203,2.663
4156,13.0505,-8.2542,2.6653
4157,14.0107,-8.1798,2.6679
4158,14.2359,-7.6482,2.5232
4159,14.0862,-6.9377,2.3189
4160,14.3532,-6.4505,2.189
4161,14.0553,-5.7309,1.9795
4162,14.2956,-5.2512,1.8522
4163,14.0224,-4.5996,1.6635
4164,14.4323,-4.1806,1.5588
4165,14.1814,-3.5758,1.3849
4166,14.1498,-3.047,1.2386
4167,14.3118,-2.5636,1.1109
4168,14.3803,-2.0621,0.976
4169,14.6169,-1.5795,0.8517
4170,14.7868,-1.0797,0.7214
4171,25.9638,-0.9911,1.0228
4172,25.9237,-0.0891,0.7795
4173,25.9166,0.8107,0.5387
4174,21.2928,2.9006,-0.1501
4175,-0.0,-3.5734,1.1531
4176,0.1348,-3.5734,1.1532
4177,0.27,-3.5734,1.1536
4178,0.4058,-3.5734,1.1542
4179,0.5428,-3.5734,1.1552
4180,0.8476,-4.4459,1.4387
4181,1.9931,-8.6696,2.809
4182,2.3354,-8.6565,2.809
4183,2.6826,-8.6412,2.809
4184,3.0353,-8.6235,2.809
4185,3.3946,-8.6035,2.809
4186,3.7613,-8.581,2.809
4187,4.1364,-8.5558,2.809
4188,4.521,-8.5278,2.809
4189,4.9162,-8.4968,2.809
4190,5.3233,-8.4627,2.809
4191,5.7437,-8.4251,2.809
4192,6.1791,-8.3839,2.809
4193,6.631,-8.3387,2.809
4194,7.1016,-8.2891,2.809
4195,7.593,-8.2348,2.809
4196,8.1076,-8.1753,2.809
4197,8.6484,-8.1101,2.809
4198,9.2186,-8.0386,2.809
4199,9.6119,-7.7897,2.7489
4200,9.8962,-7.447,2.6569
4201,10.5498,-7.3616,2.6586
4202,11.2508,-7.2669,2.6605
4203,12.0065,-7.1615,2.6625
4204,12.8252,-7.044,2.6647
4205,13.7173,-6.9123,2.6671
4206,14.2303,-6.5501,2.5852
4207,14.1323,-5.9096,2.3943
4208,14.2812,-5.3891,2.251
4209,14.125,-4.7701,2.0656
4210,14.3293,-4.2853,1.9374
4211,14.3061,-3.7379,1.7811
4212,14.1371,-3.1702,1.6127
4213,14.3194,-2.69,1.4877
4214,14.3673,-2.1836,1.3495
4215,14.3751,-1.6752,1.2097
4216,14.3554,-1.1686,1.0699
4217,14.5732,-0.6778,0.9479
4218,14.6118,-0.1716,0.8133
4219,25.9183,0.5952,1.2014
4220,10.8625,0.627,0.4031
4221,47.9668,6.1264,0.8964
4222,44.1481,7.2028,0.418
4223,11.6884,8.267,-1.4577
4224,23.4829,27.508,-5.4433
4225,-12.3255,43.3028,-9.1784
4226,-13.9549,42.9996,-9.0887
4227,-15.7004,42.975,-9.0544
4228,-17.4934,42.9618,-9.0186
4229,-19.3362,42.9482,-8.9786
4230,-21.2358,42.9337,-8.934
4231,-23.1992,42.9172,-8.8843
4232,-11.2879,17.6953,-3.6184
4233,-9.1983,9.9292,-1.9401
4234,-9.4519,9.5001,-1.833
4235,-9.6997,9.0792,-1.7271
4236,-11.4902,10.0142,-1.8746
4237,-11.9893,9.724,-1.7873
4238,-12.2701,9.2524,-1.6654
4239,-12.0028,8.4035,-1.4766
4240,-12.9039,8.3733,-1.4306
4241,-12.3162,7.3903,-1.2218
4242,-13.4202,6.8227,-1.0345
4243,-13.1279,5.5572,-0.7386
4244,-13.3611,5.1142,-0.6177
4245,-13.595,4.6677,-0.495
4246,-13.8302,4.2166,-0.37
4247,-14.0671,3.7598,-0.2425
4248,-18.9584,4.3677,-0.1487
4249,-18.953,3.6788,0.0279
4250,-18.9476,2.9997,0.2032
4251,-18.9423,2.3287,0.3777
4252,-18.9371,1.6638,0.5519
4253,-18.8749,1.0003,0.7241
4254,-18.7958,0.3431,0.895
4255,-18.7907,-0.3093,1.0697
4256,-18.8676,-0.9667,1.2514
4257,-18.9111,-1.6293,1.4341
4258,-18.9059,-2.2937,1.6159
4259,-10.5246,-1.6505,1.0027
4260,-9.6267,-1.8557,1.0133
4261,-9.6019,-2.2011,1.1088
4262,-9.6555,-2.5719,1.216
4263,-9.6394,-2.9328,1.3176
4264,-9.6985,-3.3268,1.4331
4265,-9.714,-3.7188,1.5465
4266,-9.7382,-4.1271,1.6658
4267,-9.7971,-4.5666,1.7965
4268,-9.8193,-5.0075,1.9267
4269,-9.9813,-5.5449,2.0924
4270,-9.4427,-5.6944,2.1124
4271,-10.7205,-6.9983,2.5572
4272,-10.1042,-7.124,2.5684
4273,-9.5237,-7.2397,2.5789
4274,-8.9747,-7.3463,2.5889
4275,-8.4345,-7.4279,2.5924
4276,-7.9004,-7.482,2.5886
4277,-7.395,-7.5308,2.5849
4278,-6.9152,-7.5746,2.5815
4279,-6.4581,-7.6142,2.5781
4280,-6.0213,-7.6497,2.575
4281,-5.6025,-7.6815,2.5719
4282,-5.1999,-7.71,2.569
4283,-4.98,-8.0058,2.6559
4284,-4.7999,-8.3929,2.7733
4285,-4.4681,-8.5318,2.809
4286,-4.0849,-8.5594,2.809
4287,-3.711,-8.5842,2.809
4288,-3.3454,-8.6064,2.809
4289,-2.987,-8.626,2.809
4290,-2.6351,-8.6434,2.809
4291,-2.2886,-8.6584,2.809
4292,-1.9469,-8.6712,2.809
4293,-0.6623,-3.5734,1.1562
4294,-0.5241,-3.5734,1.155
4295,-0.3873,-3.5734,1.1541
4296,-0.2516,-3.5734,1.1535
4297,-0.1165,-3.5734,1.1532
4298,0.0183,-3.5734,1.1531
4299,0.1531,-3.5734,1.1532
4300,0.2884,-3.5734,1.1537
4301,0.4244,-3.5734,1.1543
4302,0.5615,-3.5734,1.1553
4303,1.7006,-8.6792,2.809
4304,2.0393,-8.668,2.809
4305,2.3823,-8.6545,2.809
4306,2.7301,-8.6389,2.809
4307,3.0837,-8.621,2.809
4308,3.4439,-8.6006,2.809
4309,3.8117,-8.5777,2.809
4310,4.188,-8.5522,2.809
4311,4.574,-8.5238,2.809
4312,4.9707,-8.4924,2.809
4313,5.3796,-8.4578,2.809
4314,5.8019,-8.4197,2.809
4315,6.2394,-8.378,2.809
4316,6.6938,-8.3322,2.809
4317,7.167,-8.282,2.809
4318,7.6614,-8.227,2.809
4319,8.1794,-8.1668,2.809
4320,8.724,-8.1008,2.809
4321,9.2985,-8.0283,2.809
4322,9.6164,-7.7158,2.7267
4323,9.9824,-7.4359,2.6571
4324,10.642,-7.3493,2.6589
4325,11.35,-7.2532,2.6608
4326,12.1137,-7.1463,2.6628
4327,12.9418,-7.027,2.665
4328,13.8448,-6.8932,2.6674
4329,14.3285,-6.5121,2.5788
4330,14.0428,-5.7934,2.3563
4331,14.3319,-5.3302,2.2366
4332,14.0645,-4.6751,2.0354
4333,14.3435,-4.2153,1.9182
4334,14.1682,-3.63,1.7436
4335,14.2849,-3.1323,1.6096
4336,14.3024,-2.6167,1.4664
4337,14.3314,-2.1088,1.327
4338,14.4547,-1.6152,1.1974
4339,14.347,-1.0998,1.0507
4340,14.5711,-0.6088,0.9291
4341,14.6525,-0.103,0.797
4342,25.9174,0.7174,1.1688
4343,10.857,0.678,0.3893
4344,46.4162,6.1506,0.8094
4345,42.8133,7.1922,0.3517
4346,41.0143,25.1454,-4.1968
4347,11.6232,8.3047,-1.4693
4348,-12.5571,43.2994,-9.1744
4349,-14.1863,42.9862,-9.0821
4350,-15.9412,42.9733,-9.0498
4351,-17.7405,42.96,-9.0134
4352,-19.5907,42.9463,-8.9729
4353,-21.4984,42.9315,-8.9276
4354,-23.4712,42.9149,-8.8772
4355,-11.1619,12.8209,-2.5297
4356,-9.2332,9.8704,-1.9255
4357,-9.4859,9.4425,-1.8185
4358,-9.7329,9.0226,-1.7128
4359,-11.5572,9.9752,-1.8629
4360,-11.5498,9.2759,-1.7004
4361,-9.5456,7.1264,-1.2788
4362,-12.1202,8.3996,-1.4707
4363,-13.0332,8.369,-1.424
4364,-12.3683,7.3415,-1.2078
4365,-13.2481,6.6561,-1.002
4366,-13.1595,5.4972,-0.7223
4367,-13.3928,5.0538,-0.6012
4368,-13.6269,4.6068,-0.4781
4369,-13.8622,4.155,-0.3528
4370,-18.9632,4.9726,-0.3026
4371,-18.9577,4.2735,-0.1246
4372,-18.9523,3.586,0.0517
4373,-18.9469,2.9082,0.2269
4374,-18.9416,2.2381,0.4014
4375,-17.0856,1.4201,0.5193
4376,-18.856,0.9102,0.747
4377,-18.7951,0.2545,0.9186
4378,-18.79,-0.3979,1.0936
4379,-18.8354,-1.0541,1.2734
4380,-18.9104,-1.7193,1.4586
4381,-18.9052,-2.3844,1.6408
4382,-10.4473,-1.6891,1.0094
4383,-9.605,-1.8987,1.0242
4384,-9.552,-2.2375,1.1164
4385,-9.6781,-2.6272,1.2328
4386,-9.6652,-2.991,1.3354
4387,-9.6359,-3.3568,1.4386
4388,-9.7089,-3.7702,1.5611
4389,-9.5505,-4.1016,1.6494
4390,-9.7892,-4.6203,1.8118
4391,-9.5528,-4.9296,1.8914
4392,-9.6287,-5.4099,2.0365
4393,-9.4435,-5.7574,2.1312
4394,-10.6345,-7.016,2.5588
4395,-10.0234,-7.1403,2.5699
4396,-9.4474,-7.2547,2.5803
4397,-8.9024,-7.3602,2.5902
4398,-8.3601,-7.4356,2.5919
4399,-7.8302,-7.4889,2.5881
4400,-7.3285,-7.537,2.5844
4401,-6.8519,-7.5803,2.581
4402,-6.3977,-7.6192,2.5777
4403,-5.9634,-7.6542,2.5746
4404,-5.5469,-7.6856,2.5715
4405,-5.1464,-7.7137,2.5686
4406,-4.9561,-8.0572,2.6714
4407,-4.7746,-8.447,2.7897
4408,-4.4155,-8.5357,2.809
4409,-4.0336,-8.5629,2.809
4410,-3.6609,-8.5874,2.809
4411,-3.2963,-8.6092,2.809
4412,-2.9389,-8.6285,2.809
4413,-2.5877,-8.6455,2.809
4414,-2.242,-8.6602,2.809
4415,-1.9008,-8.6728,2.809
4416,-0.6435,-3.5734,1.156
4417,-0.5055,-3.5734,1.1549
4418,-0.3688,-3.5734,1.154
4419,-0.2332,-3.5734,1.1535
4420,-0.0982,-3.5734,1.1531
4421,0.0366,-3.5734,1.1531
4422,0.1715,-3.5734,1.1533
4423,0.3068,-3.5734,1.1537
4424,0.4429,-3.5734,1.1545
4425,0.5802,-3.5734,1.1555
4426,1.7464,-8.6778,2.809
4427,2.0856,-8.6663,2.809
4428,2.4292,-8.6525,2.809
4429,2.7778,-8.6366,2.809
4430,3.1322,-8.6183,2.809
4431,3.4934,-8.5976,2.809
4432,3.8623,-8.5744,2.809
4433,4.2399,-8.5485,2.809
4434,4.6272,-8.5197,2.809
4435,5.0255,-8.4879,2.809
4436,5.4361,-8.4528,2.809
4437,5.8604,-8.4143,2.809
4438,6.3001,-8.372,2.809
4439,6.7569,-8.3256,2.809
4440,7.2329,-8.2748,2.809
4441,7.7303,-8.2192,2.809
4442,8.2517,-8.1582,2.809
4443,8.8002,-8.0913,2.809
4444,9.379,-8.0179,2.809
4445,9.621,-7.6424,2.7047
4446,10.0694,-7.4247,2.6574
4447,10.7352,-7.3369,2.6591
4448,11.4503,-7.2394,2.661
4449,12.2222,-7.1309,2.6631
4450,13.0597,-7.0097,2.6653
4451,13.9738,-6.8738,2.6678
4452,14.3593,-6.4432,2.5602
4453,14.1245,-5.7481,2.3471
4454,14.4626,-5.3003,2.2344
4455,14.0048,-4.5812,2.0056
4456,14.3578,-4.1453,1.8991
4457,14.1239,-3.5473,1.718
4458,14.2284,-3.0493,1.5834
4459,14.3615,-2.5573,1.4529
4460,14.379,-2.0464,1.3122
4461,14.3244,-1.5322,1.1678
4462,14.3873,-1.0346,1.0351
4463,14.5299,-0.5384,0.9079
4464,14.7056,-0.0341,0.7812
4465,25.9164,0.8396,1.1361
4466,21.2711,2.9207,0.3443
4467,41.4488,7.164,0.2884
4468,11.5849,8.3614,-1.4843
4469,32.3385,25.1233,-4.5625
4470,-12.7948,43.3151,-9.1744
4471,-14.4222,42.9845,-9.0779
4472,-16.1828,42.9715,-9.0451
4473,-17.9885,42.9581,-9.0082
4474,-19.8462,42.9444,-8.967
4475,-21.7623,42.9293,-8.921
4476,-23.7446,42.9126,-8.87
4477,-11.1903,12.7282,-2.5077
4478,-9.2678,9.8118,-1.9109
4479,-9.5197,9.3851,-1.8041
4480,-9.766,8.9661,-1.6985
4481,-11.6245,9.936,-1.8512
4482,-11.6596,9.2723,-1.6951
4483,-12.5077,9.2448,-1.6537
4484,-12.2391,8.3956,-1.4646
4485,-13.1643,8.3647,-1.4172
4486,-12.4353,7.3014,-1.1951
4487,-13.0813,6.4947,-0.9705
4488,-13.1881,5.4359,-0.7058
4489,-13.4246,4.9934,-0.5846
4490,-13.6587,4.5457,-0.4612
4491,-13.8943,4.0932,-0.3356
4492,-18.9195,4.8659,-0.2777
4493,-18.9569,4.1795,-0.1006
4494,-18.9515,3.4934,0.0756
4495,-18.9462,2.8168,0.2506
4496,-18.9409,2.1476,0.425
4497,-17.085,1.339,0.5407
4498,-18.8372,0.8204,0.7699
4499,-18.7944,0.1659,0.9423
4500,-18.7893,-0.4865,1.1174
4501,-18.9149,-1.1481,1.3031
4502,-18.9097,-1.8093,1.4832
4503,-18.9044,-2.4751,1.6658
4504,-10.1104,-1.6838,0.9905
4505,-9.5833,-1.9417,1.0351
4506,-9.5629,-2.288,1.1312
4507,-9.6654,-2.6732,1.2452
4508,-9.6513,-3.0371,1.3479
4509,-9.7273,-3.4408,1.4672
4510,-9.6762,-3.8108,1.5712
4511,-9.7233,-4.2312,1.6953
4512,-9.7221,-4.6459,1.8161
4513,-9.7848,-5.1092,1.955
4514,-9.5444,-5.4234,2.0367
4515,-9.4443,-5.8208,2.1501
4516,-10.5493,-7.0335,2.5603
4517,-9.9432,-7.1564,2.5713
4518,-9.3716,-7.2695,2.5817
4519,-8.8306,-7.3739,2.5915
4520,-8.2864,-7.4432,2.5913
4521,-7.7604,-7.4958,2.5876
4522,-7.2624,-7.5431,2.584
4523,-6.7889,-7.5858,2.5805
4524,-6.3376,-7.6242,2.5773
4525,-5.9058,-7.6587,2.5741
4526,-5.4916,-7.6896,2.5711
4527,-5.1052,-7.7355,2.5743
4528,-4.9321,-8.109,2.6871
4529,-4.7492,-8.5015,2.8063
4530,-4.363,-8.5395,2.809
4531,-3.9825,-8.5664,2.809
4532,-3.6109,-8.5905,2.809
4533,-3.2474,-8.6119,2.809
4534,-2.8909,-8.631,2.809
4535,-2.5405,-8.6477,2.809
4536,-2.1954,-8.6621,2.809
4537,-0.95,-4.4427,1.4387
4538,-0.6246,-3.5734,1.1558
4539,-0.4869,-3.5734,1.1548
4540,-0.3504,-3.5734,1.1539
4541,-0.2148,-3.5734,1.1534
4542,-0.0799,-3.5734,1.1531
4543,0.0549,-3.5734,1.1531
4544,0.1898,-3.5734,1.1533
4545,0.3252,-3.5734,1.1538
4546,0.4615,-3.5734,1.1546
4547,0.599,-3.5734,1.1556
4548,1.7922,-8.6764,2.809
4549,2.132,-8.6645,2.809
4550,2.4762,-8.6505,2.809
